[2020-06-25 00:00:23] documentsSave.INFO: {"ops_type":"[]","ids":"86,87"} [] []
[2020-06-25 10:55:51] generateOTP.INFO: test [] []
[2020-06-25 10:55:52] full_quote_request1.INFO: {"ClientCreation":{"Member_Customer_ID":"159306102111112","salutation":"Mr","firstName":"Tester","middleName":"","lastName":"Abcdef","dateofBirth":"06\/05\/1985","gender":"M","educationalQualification":null,"pinCode":"421201","uidNo":null,"maritalStatus":null,"nationality":"Indian","occupation":"O553","primaryEmailID":"testerabcd@gmail.com","contactMobileNo":"8899765432","stdLandlineNo":null,"panNo":null,"passportNumber":null,"contactPerson":null,"annualIncome":null,"remarks":null,"startDate":"2020-06-25","endDate":null,"IdProof":"Adhaar Card","residenceProof":null,"ageProof":null,"others":null,"homeAddressLine1":"hsjsjaka","homeAddressLine2":"","homeAddressLine3":"","homePinCode":"421201","homeArea":null,"homeContactMobileNo":null,"homeContactMobileNo2":null,"homeSTDLandlineNo":null,"homeFaxNo":null,"sameAsHomeAddress":"1","mailingAddressLine1":null,"mailingAddressLine2":null,"mailingAddressLine3":null,"mailingPinCode":null,"mailingArea":null,"mailingContactMobileNo":null,"mailingContactMobileNo2":null,"mailingSTDLandlineNo":null,"mailingSTDLandlineNo2":null,"mailingFaxNo":null,"bankAccountType":null,"bankAccountNo":null,"ifscCode":null,"GSTIN":null,"GSTRegistrationStatus":"Consumers","IsEIAavailable":"0","ApplyEIA":"0","EIAAccountNo":null,"EIAWith":"0","AccountType":null,"AddressProof":null,"DOBProof":null,"IdentityProof":null},"PolicyCreationRequest":{"Quotation_Number":"","MasterPolicyNumber":"61-20-00025-00-00","GroupID":"GRP004","Product_Code":"4211","intermediaryCode":"2104703","AutoRenewal":"Y","intermediaryBranchCode":"10MHMUM01","agentSignatureDate":null,"Customer_Signature_Date":null,"businessSourceChannel":null,"AssignPolicy":"0","AssigneeName":null,"leadID":"1593062052","Source_Name":"AXIS_TELE","SPID":"0","TCN":null,"CRTNO":null,"RefCode1":"0","RefCode2":"069","Employee_Number":"620529","enumIsEmployeeDiscount":null,"QuoteDate":null,"IsPayment":"0","PaymentMode":null,"PolicyproductComponents":[{"PlanCode":"4211","SumInsured":"1000000","SchemeCode":"4112000003"}]},"MemObj":{"Member":[{"MemberNo":1,"Salutation":"Mr","First_Name":"Tester","Middle_Name":null,"Last_Name":"Abcdef","Gender":"M","DateOfBirth":"06\/05\/1985","Relation_Code":"R001","Marital_Status":null,"height":"0.00","weight":"0","occupation":"O553","PrimaryMember":"Y","MemberproductComponents":[{"PlanCode":"4211","MemberQuestionDetails":[{"QuestionCode":null,"Answer":null,"Remarks":null}]}],"MemberPED":[{"PEDCode":"PE009","Remarks":null}],"exactDiagnosis":null,"dateOfDiagnosis":null,"lastDateConsultation":null,"detailsOfTreatmentGiven":null,"doctorName":null,"hospitalName":null,"phoneNumberHosital":null,"Nominee_First_Name":"Testersss","Nominee_Last_Name":"jsjsjs","Nominee_Contact_Number":"","Nominee_Home_Address":null,"Nominee_Relationship_Code":"R002"},{"MemberNo":2,"Salutation":"Mrs","First_Name":"Testersss","Middle_Name":null,"Last_Name":"jsjsjs","Gender":"F","DateOfBirth":"06\/04\/1987","Relation_Code":"R002","Marital_Status":null,"height":"0.00","weight":"0","occupation":"O553","PrimaryMember":"N","MemberproductComponents":[{"PlanCode":"4211","MemberQuestionDetails":[{"QuestionCode":null,"Answer":null,"Remarks":null}]}],"MemberPED":[{"PEDCode":null,"Remarks":null}],"exactDiagnosis":null,"dateOfDiagnosis":null,"lastDateConsultation":null,"detailsOfTreatmentGiven":null,"doctorName":null,"hospitalName":null,"phoneNumberHosital":null,"Nominee_First_Name":"Testersss","Nominee_Last_Name":"jsjsjs","Nominee_Contact_Number":"","Nominee_Home_Address":null,"Nominee_Relationship_Code":"R002"}]},"ReceiptCreation":{"officeLocation":"","modeOfEntry":"","cdAcNo":null,"expiryDate":null,"payerType":"","payerCode":null,"paymentBy":"","paymentByName":null,"paymentByRelationship":null,"collectionAmount":"","collectionRcvdDate":null,"collectionMode":"","remarks":null,"instrumentNumber":null,"instrumentDate":null,"bankName":null,"branchName":null,"bankLocation":null,"micrNo":null,"chequeType":null,"ifscCode":"","PaymentGatewayName":"","TerminalID":"","CardNo":null}} [] []
[2020-06-25 10:55:57] full_quote_reponse1.INFO: "<ns0:GHI_Res xmlns:ns0=\"http:\/\/ABHICL_NBP_QuickQuote_Schemas.GHI_Response\"><errorObj><ErrorNumber>00<\/ErrorNumber><ErrorMessage>Success<\/ErrorMessage><\/errorObj><policyDtls><TransactionReferenceNumber><\/TransactionReferenceNumber><QuotationNumber>TS100035518<\/QuotationNumber><CertificateNumber><\/CertificateNumber><LetterURL><\/LetterURL><ClientID><\/ClientID><ProductName>Group Activ Health<\/ProductName><ProductCode>4211<\/ProductCode><LineOfBusiness>42<\/LineOfBusiness><startDate><\/startDate><EndDate><\/EndDate><PolicyNumber>61-20-00025-00-00<\/PolicyNumber><ProposalNumber><\/ProposalNumber><PolicyStatus>PQ1<\/PolicyStatus><Tenure>1<\/Tenure><stpFlag>0<\/stpFlag><COIUrl>Could not find file u0027c:windowssystem32inetsrvObject cannot be cast from DBNull to other typesu0027.<\/COIUrl><\/policyDtls><premium><BasePremium>10846.61<\/BasePremium><NetPremium>10846.61<\/NetPremium><GST>1952.39<\/GST><GrossPremium>12799.00<\/GrossPremium><\/premium><receiptObj><ReceiptNumber><\/ReceiptNumber><ReceiptAmount><\/ReceiptAmount><ExcessAmount><\/ExcessAmount><\/receiptObj><\/ns0:GHI_Res>" [] []
[2020-06-25 10:56:36] full_quote_request2.INFO: {"ClientCreation":{"Member_Customer_ID":"159306102111112","salutation":"Mr","firstName":"Tester","middleName":"","lastName":"Abcdef","dateofBirth":"06\/05\/1985","gender":"M","educationalQualification":null,"pinCode":"421201","uidNo":null,"maritalStatus":null,"nationality":"Indian","occupation":"O553","primaryEmailID":"testerabcd@gmail.com","contactMobileNo":"8899765432","stdLandlineNo":null,"panNo":null,"passportNumber":null,"contactPerson":null,"annualIncome":null,"remarks":null,"startDate":"2020-06-25","endDate":null,"IdProof":"Adhaar Card","residenceProof":null,"ageProof":null,"others":null,"homeAddressLine1":"hsjsjaka","homeAddressLine2":"","homeAddressLine3":"","homePinCode":"421201","homeArea":null,"homeContactMobileNo":null,"homeContactMobileNo2":null,"homeSTDLandlineNo":null,"homeFaxNo":null,"sameAsHomeAddress":"1","mailingAddressLine1":null,"mailingAddressLine2":null,"mailingAddressLine3":null,"mailingPinCode":null,"mailingArea":null,"mailingContactMobileNo":null,"mailingContactMobileNo2":null,"mailingSTDLandlineNo":null,"mailingSTDLandlineNo2":null,"mailingFaxNo":null,"bankAccountType":null,"bankAccountNo":null,"ifscCode":null,"GSTIN":null,"GSTRegistrationStatus":"Consumers","IsEIAavailable":"0","ApplyEIA":"0","EIAAccountNo":null,"EIAWith":"0","AccountType":null,"AddressProof":null,"DOBProof":null,"IdentityProof":null},"PolicyCreationRequest":{"Quotation_Number":"TS100035518","MasterPolicyNumber":"61-20-00025-00-00","GroupID":"GRP004","Product_Code":"4211","intermediaryCode":"2104703","AutoRenewal":"Y","intermediaryBranchCode":"10MHMUM01","agentSignatureDate":null,"Customer_Signature_Date":null,"businessSourceChannel":null,"AssignPolicy":"0","AssigneeName":null,"leadID":"1593062052","Source_Name":"AXIS_TELE","SPID":"0","TCN":null,"CRTNO":null,"RefCode1":"0","RefCode2":"069","Employee_Number":"620529","enumIsEmployeeDiscount":null,"QuoteDate":null,"IsPayment":"1","PaymentMode":null,"PolicyproductComponents":[{"PlanCode":"4211","SumInsured":"1000000","SchemeCode":"4112000003"}]},"MemObj":{"Member":[{"MemberNo":1,"Salutation":"Mr","First_Name":"Tester","Middle_Name":null,"Last_Name":"Abcdef","Gender":"M","DateOfBirth":"06\/05\/1985","Relation_Code":"R001","Marital_Status":null,"height":"0.00","weight":"0","occupation":"O553","PrimaryMember":"Y","MemberproductComponents":[{"PlanCode":"4211","MemberQuestionDetails":[{"QuestionCode":null,"Answer":null,"Remarks":null}]}],"MemberPED":[{"PEDCode":"PE009","Remarks":null}],"exactDiagnosis":null,"dateOfDiagnosis":null,"lastDateConsultation":null,"detailsOfTreatmentGiven":null,"doctorName":null,"hospitalName":null,"phoneNumberHosital":null,"Nominee_First_Name":"Testersss","Nominee_Last_Name":"jsjsjs","Nominee_Contact_Number":"","Nominee_Home_Address":null,"Nominee_Relationship_Code":"R002"},{"MemberNo":2,"Salutation":"Mrs","First_Name":"Testersss","Middle_Name":null,"Last_Name":"jsjsjs","Gender":"F","DateOfBirth":"06\/04\/1987","Relation_Code":"R002","Marital_Status":null,"height":"0.00","weight":"0","occupation":"O553","PrimaryMember":"N","MemberproductComponents":[{"PlanCode":"4211","MemberQuestionDetails":[{"QuestionCode":null,"Answer":null,"Remarks":null}]}],"MemberPED":[{"PEDCode":null,"Remarks":null}],"exactDiagnosis":null,"dateOfDiagnosis":null,"lastDateConsultation":null,"detailsOfTreatmentGiven":null,"doctorName":null,"hospitalName":null,"phoneNumberHosital":null,"Nominee_First_Name":"Testersss","Nominee_Last_Name":"jsjsjs","Nominee_Contact_Number":"","Nominee_Home_Address":null,"Nominee_Relationship_Code":"R002"}]},"ReceiptCreation":{"officeLocation":"Mumbai","modeOfEntry":"Direct","cdAcNo":null,"expiryDate":null,"payerType":"Customer","payerCode":null,"paymentBy":"Customer","paymentByName":null,"paymentByRelationship":null,"collectionAmount":12799,"collectionRcvdDate":"06\/25\/2020 10:56 AM","collectionMode":"online","remarks":null,"instrumentNumber":"pay_F6k12vhUe9nF55","instrumentDate":"2020-06-25","bankName":"HDFC","branchName":"0","bankLocation":null,"micrNo":null,"chequeType":null,"ifscCode":"0","PaymentGatewayName":"AXIS_NETB","TerminalID":"EuxJCz8cZV9V63","CardNo":null}} [] []
[2020-06-25 10:56:41] full_quote_reponse2.INFO: "<ns0:GHI_Res xmlns:ns0=\"http:\/\/ABHICL_NBP_QuickQuote_Schemas.GHI_Response\"><errorObj><ErrorNumber>00<\/ErrorNumber><ErrorMessage>Success<\/ErrorMessage><\/errorObj><policyDtls><TransactionReferenceNumber><\/TransactionReferenceNumber><QuotationNumber>TS100035519<\/QuotationNumber><CertificateNumber>GHI-TS-20-1000039<\/CertificateNumber><LetterURL>https:\/\/abpb.adityabirlahealth.com\/hbletter\/viewletter.aspx?ABH=47166&amp;TRM=GHI-TS-20-1000039<\/LetterURL><ClientID>1284486<\/ClientID><ProductName>Group Activ Health<\/ProductName><ProductCode>4211<\/ProductCode><LineOfBusiness>42<\/LineOfBusiness><startDate>6\/25\/2020 12:00:00 AM<\/startDate><EndDate>6\/24\/2021 12:00:00 AM<\/EndDate><PolicyNumber>61-20-00025-00-00<\/PolicyNumber><ProposalNumber>TS100035519<\/ProposalNumber><PolicyStatus>IF<\/PolicyStatus><Tenure>1<\/Tenure><stpFlag>0<\/stpFlag><COIUrl>Could not find file u0027c:windowssystem32inetsrvObject cannot be cast from DBNull to other typesu0027.<\/COIUrl><\/policyDtls><premium><BasePremium>10846.61<\/BasePremium><NetPremium>10846.61<\/NetPremium><GST>1952.39<\/GST><GrossPremium>12799.00<\/GrossPremium><\/premium><receiptObj><ReceiptNumber>R100181716<\/ReceiptNumber><ReceiptAmount>12799.00<\/ReceiptAmount><ExcessAmount>0.00<\/ExcessAmount><\/receiptObj><\/ns0:GHI_Res>" [] []
[2020-06-25 10:56:41] api_insert.INFO: {"emp_id":"620529","client_id":"1284486","certificate_number":"GHI-TS-20-1000039","quotation_no":"TS100035519","proposal_no":"TS100035519","policy_no":"61-20-00025-00-00","gross_premium":null,"status":"Success","start_date":"6\/25\/2020 12:00:00 AM","end_date":"6\/24\/2021 12:00:00 AM","created_date":"2020-06-25 10:56:41","proposal_no_lead":"P-202006250003","PolicyStatus":"IF","letter_url":"https:\/\/abpb.adityabirlahealth.com\/hbletter\/viewletter.aspx?ABH=47166&TRM=GHI-TS-20-1000039","type_login":""} [] []
[2020-06-25 10:56:43] generateOTP.INFO: test [] []
[2020-06-25 10:57:37] generateOTP.INFO: test [] []
[2020-06-25 10:57:38] generateOTP.INFO: test [] []
[2020-06-25 10:57:53] generateOTP.INFO: test [] []
[2020-06-25 10:59:25] generateOTP.INFO: test [] []
[2020-06-25 11:08:45] generateOTP.INFO: test [] []
[2020-06-25 11:57:01] generateOTP.INFO: test [] []
[2020-06-25 11:57:02] generateOTP.INFO: test [] []
[2020-06-25 11:57:02] generateOTP.INFO: test [] []
[2020-06-25 11:57:13] generateOTP.INFO: test [] []
[2020-06-25 11:57:22] generateOTP.INFO: test [] []
[2020-06-25 12:57:56] generateOTP.INFO: test [] []
[2020-06-25 12:57:57] generateOTP.INFO: test [] []
[2020-06-25 12:58:09] generateOTP.INFO: test [] []
[2020-06-25 12:59:04] generateOTP.INFO: test [] []
[2020-06-25 13:05:28] generateOTP.INFO: test [] []
[2020-06-25 13:05:28] generateOTP.INFO: test [] []
[2020-06-25 13:05:31] generateOTP.INFO: test [] []
[2020-06-25 13:05:34] generateOTP.INFO: test [] []
[2020-06-25 13:05:35] generateOTP.INFO: test [] []
[2020-06-25 13:05:42] generateOTP.INFO: test [] []
[2020-06-25 13:05:47] generateOTP.INFO: test [] []
[2020-06-25 13:09:20] generateOTP.INFO: test [] []
[2020-06-25 13:16:36] generateOTP.INFO: test [] []
[2020-06-25 13:16:37] generateOTP.INFO: test [] []
[2020-06-25 13:16:48] generateOTP.INFO: test [] []
[2020-06-25 13:29:01] generateOTP.INFO: test [] []
[2020-06-25 13:29:01] generateOTP.INFO: test [] []
[2020-06-25 13:29:01] generateOTP.INFO: test [] []
[2020-06-25 13:29:02] generateOTP.INFO: test [] []
[2020-06-25 13:29:02] generateOTP.INFO: test [] []
[2020-06-25 13:29:02] generateOTP.INFO: test [] []
[2020-06-25 13:29:02] generateOTP.INFO: test [] []
[2020-06-25 13:29:02] generateOTP.INFO: test [] []
[2020-06-25 13:29:13] generateOTP.INFO: test [] []
[2020-06-25 13:29:18] generateOTP.INFO: test [] []
[2020-06-25 13:29:20] generateOTP.INFO: test [] []
[2020-06-25 13:29:23] generateOTP.INFO: test [] []
[2020-06-25 13:29:29] generateOTP.INFO: test [] []
[2020-06-25 13:29:30] generateOTP.INFO: test [] []
[2020-06-25 13:29:31] generateOTP.INFO: {"edit":"0","policy_no":"392,393","subtype_text":"1","sum_insure":"500000","familyConstruct":"1A","tenure":"1 Year","family_members_id":"0","family_gender":"Male","first_name":"test","last_name":"BANKING","family_date_birth":"19-12-1988","age":"31","age_type":" years","family_id":"","s_date":"","marriage_date":"","premium":"8399.9952","policyNo":"392,393","familyDataType":"undefined","empId":"620531","product":"iWL65dcd54d9c5a65","declare":"[]"} [] []
[2020-06-25 13:29:38] generateOTP.INFO: test [] []
[2020-06-25 13:29:53] generateOTP.INFO: test [] []
[2020-06-25 13:30:10] generateOTP.INFO: test [] []
[2020-06-25 13:30:10] generateOTP.INFO: test [] []
[2020-06-25 13:30:12] generateOTP.INFO: test [] []
[2020-06-25 13:30:12] generateOTP.INFO: test [] []
[2020-06-25 13:30:13] generateOTP.INFO: test [] []
[2020-06-25 13:30:20] generateOTP.INFO: test [] []
[2020-06-25 13:30:22] generateOTP.INFO: test [] []
[2020-06-25 13:30:24] generateOTP.INFO: test [] []
[2020-06-25 13:30:26] generateOTP.INFO: {"salutation":"1","firstname":"test","lastname":"BANKING","dob":"19-12-1988","mob_no":"7010444138","panCard":"DDDDD6456A","email":"jack@gmail.com","ref1":"1","ref2":"1","comAdd":"Om hrad ntalatiof, holOmshre, talathioficeeachol, OmshreeSada9talathi","city":"MUMBAI","state":"MAHARASHTRA","pin_code":"622103","ISNRI":"N","update_emp_id":"620531","edit":"0","policy_no":"392,393","subtype_text":"1","sum_insure":"500000","familyConstruct":"1A","tenure":"1 Year","family_members_id":"0","family_gender":"Male","first_name":"test","last_name":"BANKING","family_date_birth":"19-12-1988","age":"31","age_type":" years","family_id":"","s_date":"","marriage_date":"","premium":"8399.9952","policyNo":"392,393","familyDataType":"undefined","empId":"620531","product":"iWL65dcd54d9c5a65","declare":"[]","gender":"Male"} [] []
[2020-06-25 13:30:35] generateOTP.INFO: test [] []
[2020-06-25 13:30:43] generateOTP.INFO: test [] []
[2020-06-25 13:30:45] generateOTP.INFO: test [] []
[2020-06-25 13:30:46] generateOTP.INFO: test [] []
[2020-06-25 13:30:50] generateOTP.INFO: test [] []
[2020-06-25 13:30:52] generateOTP.INFO: test [] []
[2020-06-25 13:36:22] generateOTP.INFO: test [] []
[2020-06-25 13:36:22] generateOTP.INFO: test [] []
[2020-06-25 13:36:23] generateOTP.INFO: test [] []
[2020-06-25 13:36:23] generateOTP.INFO: test [] []
[2020-06-25 13:36:45] generateOTP.INFO: test [] []
[2020-06-25 13:36:47] generateOTP.INFO: test [] []
[2020-06-25 13:36:55] generateOTP.INFO: test [] []
[2020-06-25 13:36:57] generateOTP.INFO: test [] []
[2020-06-25 13:37:22] generateOTP.INFO: test [] []
[2020-06-25 13:37:33] generateOTP.INFO: test [] []
[2020-06-25 13:37:38] generateOTP.INFO: test [] []
[2020-06-25 13:37:58] generateOTP.INFO: test [] []
[2020-06-25 13:38:00] generateOTP.INFO: test [] []
[2020-06-25 13:38:36] generateOTP.INFO: test [] []
[2020-06-25 13:38:49] generateOTP.INFO: test [] []
[2020-06-25 13:38:50] generateOTP.INFO: test [] []
[2020-06-25 13:39:03] generateOTP.INFO: test [] []
[2020-06-25 13:39:20] generateOTP.INFO: test [] []
[2020-06-25 13:39:21] generateOTP.INFO: test [] []
[2020-06-25 13:40:13] generateOTP.INFO: test [] []
[2020-06-25 13:40:54] generateOTP.INFO: test [] []
[2020-06-25 13:40:55] generateOTP.INFO: test [] []
[2020-06-25 13:42:05] generateOTP.INFO: test [] []
[2020-06-25 13:42:12] generateOTP.INFO: test [] []
[2020-06-25 13:42:18] generateOTP.INFO: test [] []
[2020-06-25 13:42:59] generateOTP.INFO: test [] []
[2020-06-25 13:43:01] generateOTP.INFO: test [] []
[2020-06-25 13:47:05] generateOTP.INFO: test [] []
[2020-06-25 13:47:23] generateOTP.INFO: test [] []
[2020-06-25 13:47:24] generateOTP.INFO: test [] []
[2020-06-25 13:47:29] generateOTP.INFO: test [] []
[2020-06-25 13:47:34] generateOTP.INFO: test [] []
[2020-06-25 13:47:36] generateOTP.INFO: test [] []
[2020-06-25 13:47:52] generateOTP.INFO: test [] []
[2020-06-25 13:47:56] generateOTP.INFO: test [] []
[2020-06-25 13:48:00] generateOTP.INFO: test [] []
[2020-06-25 13:48:26] generateOTP.INFO: test [] []
[2020-06-25 13:48:30] generateOTP.INFO: test [] []
[2020-06-25 13:48:31] generateOTP.INFO: test [] []
[2020-06-25 13:48:32] generateOTP.INFO: test [] []
[2020-06-25 13:48:46] generateOTP.INFO: test [] []
[2020-06-25 13:48:58] generateOTP.INFO: test [] []
[2020-06-25 13:49:05] generateOTP.INFO: test [] []
[2020-06-25 13:49:06] generateOTP.INFO: test [] []
[2020-06-25 13:49:10] generateOTP.INFO: test [] []
[2020-06-25 13:50:20] generateOTP.INFO: test [] []
[2020-06-25 13:50:37] generateOTP.INFO: test [] []
[2020-06-25 13:50:41] generateOTP.INFO: test [] []
[2020-06-25 13:50:43] generateOTP.INFO: test [] []
[2020-06-25 13:51:15] generateOTP.INFO: test [] []
[2020-06-25 13:51:16] generateOTP.INFO: test [] []
[2020-06-25 13:51:48] generateOTP.INFO: test [] []
[2020-06-25 13:51:57] generateOTP.INFO: {"edit":"0","policy_no":"378","subtype_text":"1","sum_insure":"800000","familyConstruct":"1A","tenure":"1 Year","family_members_id":"0","family_gender":"Male","first_name":"gfhjsjs","middle_name":"sjjsjks","last_name":"jfkkds","family_date_birth":"01-06-1970","age":"50","age_type":"years","family_id":"","s_date":"","marriage_date":"","premium":"5799","policyNo":"378","familyDataType":"family_construct","empId":"620532","product":"QBTv5db9151ad1c21","declare":"[]","abc":"2a+2k"} [] []
[2020-06-25 14:04:51] generateOTP.INFO: test [] []
[2020-06-25 14:04:51] generateOTP.INFO: test [] []
[2020-06-25 14:04:53] generateOTP.INFO: test [] []
[2020-06-25 14:05:12] generateOTP.INFO: test [] []
[2020-06-25 14:10:14] generateOTP.INFO: {"edit":"0","policy_no":"378","subtype_text":"1","sum_insure":"800000","familyConstruct":"1A","tenure":"1 Year","family_members_id":"0","family_gender":"Male","first_name":"Testersgk","middle_name":"hhjjk","last_name":"Weghdhd","family_date_birth":"05-06-1970","age":"50","age_type":"years","family_id":"","s_date":"","marriage_date":"","premium":"5799","policyNo":"378","familyDataType":"family_construct","empId":"620533","product":"QBTv5db9151ad1c21","declare":"[]","abc":"2a+2k"} [] []
[2020-06-25 14:13:31] generateOTP.INFO: test [] []
[2020-06-25 14:21:18] generateOTP.INFO: test [] []
[2020-06-25 14:21:31] generateOTP.INFO: test [] []
[2020-06-25 14:21:33] generateOTP.INFO: test [] []
[2020-06-25 14:21:42] generateOTP.INFO: test [] []
[2020-06-25 14:21:53] generateOTP.INFO: test [] []
[2020-06-25 14:21:55] generateOTP.INFO: test [] []
[2020-06-25 14:34:58] generateOTP.INFO: test [] []
[2020-06-25 14:35:29] generateOTP.INFO: test [] []
[2020-06-25 14:35:29] generateOTP.INFO: test [] []
[2020-06-25 14:35:30] generateOTP.INFO: test [] []
[2020-06-25 14:35:51] generateOTP.INFO: test [] []
[2020-06-25 14:35:51] generateOTP.INFO: test [] []
[2020-06-25 14:35:54] generateOTP.INFO: test [] []
[2020-06-25 14:36:11] generateOTP.INFO: test [] []
[2020-06-25 14:36:41] generateOTP.INFO: test [] []
[2020-06-25 14:36:42] generateOTP.INFO: test [] []
[2020-06-25 14:36:52] generateOTP.INFO: test [] []
[2020-06-25 14:39:09] generateOTP.INFO: test [] []
[2020-06-25 14:47:55] generateOTP.INFO: test [] []
[2020-06-25 14:48:22] generateOTP.INFO: test [] []
[2020-06-25 14:48:23] generateOTP.INFO: test [] []
[2020-06-25 14:50:19] generateOTP.INFO: test [] []
[2020-06-25 14:50:52] generateOTP.INFO: test [] []
[2020-06-25 14:50:53] generateOTP.INFO: test [] []
[2020-06-25 14:52:00] generateOTP.INFO: test [] []
[2020-06-25 14:52:40] generateOTP.INFO: test [] []
[2020-06-25 14:52:41] generateOTP.INFO: test [] []
[2020-06-25 14:53:44] generateOTP.INFO: test [] []
[2020-06-25 14:55:23] generateOTP.INFO: test [] []
[2020-06-25 14:55:25] generateOTP.INFO: test [] []
[2020-06-25 14:56:43] generateOTP.INFO: test [] []
[2020-06-25 14:57:30] generateOTP.INFO: test [] []
[2020-06-25 14:57:31] generateOTP.INFO: test [] []
[2020-06-25 14:58:33] generateOTP.INFO: test [] []
[2020-06-25 14:59:11] generateOTP.INFO: test [] []
[2020-06-25 14:59:13] generateOTP.INFO: test [] []
[2020-06-25 15:00:13] generateOTP.INFO: test [] []
[2020-06-25 15:00:54] generateOTP.INFO: test [] []
[2020-06-25 15:00:55] generateOTP.INFO: test [] []
[2020-06-25 15:01:40] generateOTP.INFO: test [] []
[2020-06-25 15:01:40] generateOTP.INFO: test [] []
[2020-06-25 15:01:41] generateOTP.INFO: test [] []
[2020-06-25 15:02:01] generateOTP.INFO: test [] []
[2020-06-25 15:04:41] generateOTP.INFO: test [] []
[2020-06-25 15:09:45] generateOTP.INFO: test [] []
[2020-06-25 15:10:52] generateOTP.INFO: test [] []
[2020-06-25 15:13:14] generateOTP.INFO: test [] []
[2020-06-25 15:14:26] generateOTP.INFO: test [] []
[2020-06-25 15:14:45] generateOTP.INFO: test [] []
[2020-06-25 15:15:05] generateOTP.INFO: test [] []
[2020-06-25 15:20:06] generateOTP.INFO: test [] []
[2020-06-25 15:32:39] generateOTP.INFO: test [] []
[2020-06-25 15:33:00] generateOTP.INFO: test [] []
[2020-06-25 15:33:01] generateOTP.INFO: test [] []
[2020-06-25 15:33:59] generateOTP.INFO: test [] []
[2020-06-25 15:35:25] generateOTP.INFO: test [] []
[2020-06-25 15:36:01] generateOTP.INFO: test [] []
[2020-06-25 15:36:15] generateOTP.INFO: test [] []
[2020-06-25 15:36:25] generateOTP.INFO: test [] []
[2020-06-25 15:40:10] generateOTP.INFO: test [] []
[2020-06-25 15:40:14] generateOTP.INFO: test [] []
[2020-06-25 15:41:03] generateOTP.INFO: test [] []
[2020-06-25 15:44:11] generateOTP.INFO: test [] []
[2020-06-25 15:44:32] generateOTP.INFO: test [] []
[2020-06-25 15:44:32] generateOTP.INFO: test [] []
[2020-06-25 15:46:15] generateOTP.INFO: test [] []
[2020-06-25 15:47:47] generateOTP.INFO: test [] []
[2020-06-25 15:49:10] generateOTP.INFO: test [] []
[2020-06-25 15:49:10] generateOTP.INFO: test [] []
[2020-06-25 15:49:27] generateOTP.INFO: test [] []
[2020-06-25 15:49:50] generateOTP.INFO: test [] []
[2020-06-25 15:49:51] generateOTP.INFO: test [] []
[2020-06-25 15:50:01] generateOTP.INFO: test [] []
[2020-06-25 15:50:04] generateOTP.INFO: test [] []
[2020-06-25 15:50:05] generateOTP.INFO: test [] []
[2020-06-25 15:50:12] generateOTP.INFO: test [] []
[2020-06-25 15:50:12] generateOTP.INFO: test [] []
[2020-06-25 15:50:23] generateOTP.INFO: test [] []
[2020-06-25 15:52:34] generateOTP.INFO: test [] []
[2020-06-25 15:57:03] generateOTP.INFO: test [] []
[2020-06-25 16:07:10] generateOTP.INFO: test [] []
[2020-06-25 16:07:11] generateOTP.INFO: test [] []
